Parent_Url,Extracted_Tools
Theoretical_computer_science,"['Bitcoin', 'Message-oriented_middleware']"
Thin_plate_spline,['GigaMesh_Software_Framework']
Time_series,"['Julia_(programming_language)', 'SAS_(software)', 'SPSS', 'Apache_Spark']"
Timing_attack,"['Unix', 'OpenSSL']"
Traceability,['TRACES']
Trade-off,"['Apple_Lossless', 'Compact_disc', 'FLAC']"
Transaction_processing,['CICS']
Transcoding,"['WavPack', 'FLAC', 'GNOME_SoundConverter', 'MEncoder', 'Video_CD', 'Vorbis', 'MediaCoder', 'Microsoft_Expression_Encoder', 'Apple_Lossless', 'OggConvert', 'TTA_(codec)', 'WAV', 'HandBrake', 'SUPER_(computer_program)', 'XMedia_Recode', 'Audio_Interchange_File_Format', 'DVD']"
Transformation_matrix,['POV-Ray']
Translation,"['Ultralingua', 'StarDict', 'Prabhat_Ranjan', 'Kanbun', 'Archipelago_Books', 'Bordighera_Press', 'W._S._Merwin', 'New_Directions_Publishing', 'Avraham_Oz', 'Choi_Jae-seo', 'GoldenDict', 'Jose_Punnamparambil', 'Baqar_Naqvi']"
Transmission_Control_Protocol,"['Email', 'QUIC', 'HTTPS', 'Netstat', 'Tcpcrypt', 'Sockstress', 'Secure_Shell', 'Protocol_stack', 'Peer-to-peer_file_sharing', 'Linux', 'HP-UX', 'FAST_TCP', 'Berkeley_sockets', 'File_Transfer_Protocol']"
Transport,"['Electric_Railway_Journal', 'Freight_&_Container_Transportation', 'Railway_Transportation', 'Truck_&_Bus_Transportation']"
Triangle_mesh,"['OpenGL', 'DirectX']"
Turing_machine,"['Batch_processing', 'Genetix']"
Two-photon_absorption,['DVD']
Type_class,"['Clean_(programming_language)', 'OCaml', 'Glasgow_Haskell_Compiler', 'Hugs_(interpreter)']"
Type_inference,"['Clean_(programming_language)', 'Chapel_(programming_language)', 'Kotlin_(programming_language)', 'Crystal_(programming_language)', 'D_(programming_language)', 'OCaml', 'Opa_(programming_language)', 'Julia_(programming_language)', 'F_Sharp_(programming_language)', 'TypeScript', 'Dart_(programming_language)']"
Type_safety,['Java_virtual_machine']
Type_system,"['Singularity_(operating_system)', 'Lint_(software)', 'Clean_(programming_language)', 'OCaml', 'Cython', 'F_Sharp_(programming_language)', 'Racket_(programming_language)']"
Ubiquitous_computing,['Operating_system']
Unified_Modeling_Language,"['Object_Oriented_Role_Analysis_and_Modeling', 'UML_tool', 'UML_Designer', 'BOUML', 'Merise', 'MODAF']"
Universal_Plug_and_Play,"['Simple_Service_Discovery_Protocol', 'Universal_Media_Server', 'Web_browser', 'Operating_system']"
User-generated_content,"['Telegram_(software)', 'Overcast_Media', 'Star_Trek_Online', 'Signal_(software)', 'TikTok', 'Tencent_QQ', 'Social_media', 'Instagram', 'ModNation_Racers:_Road_Trip', 'Second_Life', 'Snapchat', 'Dota_2', 'WordPress', 'Level_editor', 'Picasa', 'WeChat', 'StumbleUpon', 'WhatsApp']"
User_Datagram_Protocol,"['Unix', 'Real_Time_Streaming_Protocol', 'Network_File_System', 'QUIC', 'OpenVPN', 'Protocol_stack', 'Operating_system', 'HTTPS']"
User_interface,"['Unix', 'Xerox_Star', 'Windows_1.0', 'Web_application', 'Vi', 'Apache_Flex', 'Microsoft_Windows', 'Voice_user_interface', 'Web_hosting_control_panel', 'Spectasia', 'OS/2', 'Google_Glass', 'Windows_2.0', 'Command-line_interface', 'PDCurses', 'Rogue_(video_game)', 'Zooming_user_interface', 'Web_browser', '.NET_Framework', 'Operating_system', 'GPE_Palmtop_Environment', 'Batch_processing', 'Graphical_user_interface']"
User_interface_design,"['Voice_user_interface', 'Graphical_user_interface', 'Siri']"
User_profile,"['MacOS', 'Instagram', 'Social_media', 'Microsoft_Windows', 'Operating_system']"
Utility,"['WALTR', 'DragThing', 'Conflict_Catcher']"
Utility_computing,"['HP_Utility_Data_Center', 'Xen']"
VHDL,"['NCSim', 'ModelSim', 'Cadence_Design_Systems', 'Open-source_software']"
Variable_bitrate,"['Xvid', 'Apple_Lossless', 'FLAC', 'DivX', 'Vorbis', 'Theora']"
Vector_quantization,"['Cinepak', 'Apple_Video', 'Smacker_video', 'QuickTime', 'Indeo', 'Microsoft_Video_1', 'Daala']"
Vector_space_model,"['Apache_Lucene', 'NumPy', 'Apache_Solr', 'WordNet', 'OpenSearch_(software)', 'Gensim', 'Weka_(machine_learning)']"
Verilog,"['Icarus_Verilog', 'Cadence_Design_Systems', 'Verilog_Procedural_Interface']"
Verilog-A,['Ngspice']
Version_control,"['Gitea', 'Concurrent_Versions_System', 'Integrated_development_environment', 'PVCS', 'Tig_(software)', 'GNU_Emacs', 'RabbitVCS', 'NetBeans', 'Xcode', 'Content_management_system', 'CVSNT', 'SourcePuller', 'Source_Code_Control_System', 'Mercurial', 'IntelliJ_IDEA', 'Microsoft_Visual_SourceSafe', 'Patch_(Unix)', 'Sandbox_(software_development)', 'Apache_Subversion', 'Darcs']"
Video_codec,"['Ut_Video_Codec_Suite', 'K-Lite_Codec_Pack', 'OpenH264', 'Smacker_video', 'Compact_disc', 'Libvpx', 'Adobe_Flash_Player', 'Combined_Community_Codec_Pack', 'QuickTime_Alternative', 'Microsoft_Silverlight', 'DV', 'ATI_Avivo', 'X265', 'Theora', 'Xvid', 'Comparison_of_video_codecs', 'DivX', 'Perian', 'Dirac_(video_compression_format)', 'X264', 'DVD']"
Video_game_localization,"['Alchemy_Catalyst', 'Game_engine', 'Elite_Beat_Agents', 'Beyond_Oasis', 'Team_Fortress_2', 'Osu!_Tatakae!_Ouendan', 'Hearts_of_Iron', 'The_Great_Ace_Attorney:_Adventures', 'Fatal_Frame_(video_game)', 'SDL_Passolo', 'Final_Fantasy_VI', 'Pac-Man']"
Video_hosting_service,"['Roposo', 'Chingari_(app)', 'IGTV']"
Video_on_demand,"['Electronic_sell-through', 'BitTorrent', 'On_Demand_(Sky)', 'All_4', 'Roku', 'Google_Play__Google_Play__1', 'BBC_iPlayer', 'Virgin_Media_Player', 'Film4oD', 'STV_Player', 'TalkTalk_TV_Store']"
Video_search_engine,"['Google_Videos', 'Truveo']"
Video_server,['Video_editing_software']
Videotape,"['MicroMV', 'Digital-S', 'Video_Cassette_Recording', 'DV', 'Betamax', 'U-matic', 'DVD', 'HDV', 'VHS-C']"
Videotelephony,"['Session_Initiation_Protocol', 'OoVoo', 'Adobe_Connect', 'WebRTC', 'FaceTime', 'Microsoft_Teams', 'Android_(operating_system)', 'Google_Hangouts', '3GP_and_3G2', 'Google_Duo', 'CU-SeeMe', 'IChat', 'Zoom_(software)', 'Facebook_Messenger', 'Glide_(software)', 'Microsoft_NetMeeting', 'SOMA_Messenger', 'Snow_(app)', 'Safari_(web_browser)', 'Hypertext_Transfer_Protocol', 'Skype']"
Videotex,"['QWERTY', 'IBM_Personal_Computer', 'CP/M', 'MS-DOS', 'Bulletin_board_system']"
Viral_marketing,"['Will_It_Blend%3F', 'Social_media', 'Email']"
Virtual_channel,"['Digital_television_in_Indonesia', 'Digital_Video_Broadcasting']"
Virtual_community,"['Zoom_(software)', 'Internet_Relay_Chat', 'Instagram', 'Social_media', 'PLATO_(computer_system)', 'Virtual_world', 'Second_Life']"
Virtual_keyboard,"['Goji_(app)', 'OpenBoard_(keyboard)', 'IOS_8', 'Microsoft_SwiftKey', 'Dream_Keyboard', 'Ease_of_Access', 'SwiftKey', 'Bobble_Keyboard_(app)', 'Swarachakra', 'Fleksy', 'Swype', 'Unity_(game_engine)', 'Android_(operating_system)', 'Virtual_machine', 'IOS', 'Multi-touch']"
Virtual_learning_environment,"['Learning_management_system', 'Virtual_world', 'Content_management_system', 'Gamification', 'Web-based', 'WebWeaver_Suite']"
Virtual_machine,"['Xen', 'Linux', 'Limbo_(programming_language)', 'Operating-system-level_virtualization', 'VisualWorks', 'Strongtalk', 'Java_virtual_machine', 'Windows_Virtual_PC__Windows_Virtual_PC__1', 'RealPC', 'Linux-VServer', 'Parallels_Desktop_for_Mac', 'Operating_system', 'VMware_Workstation', 'Dalvik_Turbo_virtual_machine', 'Microsoft_Virtual_Server', 'Docker_(software)', 'OpenVZ', 'Java_Pathfinder', 'QEMU', 'Hyper-V', 'PICO-8', 'Parallels_Workstation_Extreme', 'System_virtual_machine', 'Self_(programming_language)', 'LXC', 'OVirt', 'Microsoft_Windows', 'MoarVM', 'VHD_(file_format)', 'Transterpreter', 'Win4Lin', 'Sandbox_(software_development)', 'TIC-80', 'UCSD_Pascal', 'HotSpot_(virtual_machine)', 'PCem', '.NET_Framework', 'Parrot_virtual_machine', 'VirtualBox', 'Dalvik_(software)', 'Parallels_Workstation', 'Parallel_Virtual_Machine', 'Solaris_Containers', 'Z-machine', 'IBM_CP-40', 'Workload_Partitions', 'Pyramid_2000', 'FreeBSD_jail', 'YARV', 'Vx32', 'CP-67', 'DOSBox', 'VMware_Server', 'ICore_Virtual_Accounts', 'SuperWaba', 'Conversational_Monitor_System', 'Virtual_Machine_Manager', 'VMOS_(software)', 'VMware_Fusion', 'Oracle_VM_Server_for_SPARC', 'CP/CMS', 'Adaptive_Domain_Environment_for_Operating_Systems', 'VMware_ESXi', 'Windows_Virtual_PC']"
Virtual_reality,"['Sensorama', 'Ryan_Shore', 'Rangi_(video_game)', 'Batman:_Arkham_VR', 'WebVR', 'Rome_Reborn', 'VRML', 'AltspaceVR', 'Job_Simulator', 'VRChat', 'Google_Cardboard', 'Cave_automatic_virtual_environment', 'QuickTime_VR', 'Arcade_game', 'Spice_and_Wolf', 'Baldr_Force', 'Second_Life', 'Laid-Back_Camp', ""Five_Nights_at_Freddy's:_Help_Wanted"", 'Google_Street_View', 'OpenXR', 'Web_browser', 'Virtual_world', 'Starship_Commander:_Arcade', 'Everest_VR', 'Ark_Park', ""A_Fisherman's_Tale""]"
Virtual_world,"['Habitat_(video_game)', 'Open-source_software', 'Minecraft', 'Halo_3', 'Open_Cobalt', 'World_of_Warcraft', 'Moon:_Remix_RPG_Adventure', 'Graphical_user_interface', 'Blue_Mars_(video_game)', 'OurWorld', 'Open_Wonderland', 'Lego_Loco', 'YoWorld', 'Decentraland', 'OpenLife_Grid', 'Grand_Theft_Auto_V', 'MUD1', 'Destiny_(video_game)', 'Moodle', 'Eve_Online', 'Rise:_The_Vieneo_Province', 'Ai_Space', 'Sensorama', 'There_(virtual_world)', 'Second_Life', 'VSide', 'HiPiHi', 'The_Palace_(computer_program)', 'Edusim', 'Red_Light_Center']"
Virtualization,"['I/O_virtualization', 'User-mode_Linux', 'Arch_Linux', 'Open_vSwitch', 'Windows_Subsystem_for_Linux', 'Hardware_virtualization', 'Docker_(software)', 'BIOS', 'FreeBSD_jail', 'Desktop_environment', 'Operating_system', 'CP/CMS', 'Microsoft_Windows', 'Virtual_machine', 'Windows_XP', 'Windows_7']"
Viscosity,"['Proprietary_software', 'Sour_cream']"
Visual_analytics,"['Imc_FAMOS', 'Starlight_Information_Visualization_System']"
Visual_communication,"['Instagram', 'Illustration', 'Snapchat']"
Visual_impairment,"['VoiceOver', 'Microsoft_Windows', 'Vinux']"
Visual_programming_language,"['Shortcuts_(app)', 'Blender_Game_Engine', 'Pipeline_Pilot', 'Pentaho', 'Construct_(game_engine)', 'J_Sharp', 'Harmony_(software)__Harmony__1', 'Rec_Room_(video_game)', 'StarLogo', 'Mac_OS_X', 'Autodesk_Softimage', 'AudioMulch', 'GenerativeComponents', 'Harmony_(software)', 'Visual_Component_Library', 'GDevelop', 'EICASLAB', 'Grasshopper_3D', 'Max_(software)', 'TouchDesigner', 'SQL_Server_Integration_Services', 'Kodu_Game_Lab', 'MacOS', 'IClone', 'Dreams_(video_game)', 'ScicosLab', 'MeVisLab', 'OpenWire_(library)', 'Unity_(game_engine)', 'Blockly', 'OpenWire_(binary_protocol)', 'Web_application', 'Android_(operating_system)', 'GameSalad', 'Unreal_Engine', 'Bidule', 'Vvvv', 'KNIME', 'Reaktor', 'IOS', 'Pixel_Game_Maker_MV', 'Virtools', 'Self_(programming_language)', 'OpenMusic', 'Mama_(software)', 'Isadora_(software)', 'Nato.0+55+3d', 'App_Inventor_for_Android', 'WireFusion', 'Nuke_(software)', 'Node-RED', 'IBM_Cognos_Business_Intelligence', 'Quartz_Composer__Quartz_Composer__1', 'Scicos', 'Agilent_VEE', 'Alice_(software)', 'Integrated_development_environment', 'Houdini_(software)', 'Pure_Data', 'Human_Resource_Machine', 'Raptor_(programming_language)', 'AgentSheets', 'Kawa_(Scheme_implementation)', 'Microsoft_Windows', 'Classic_Mac_OS', 'Microsoft_Visual_Studio', 'Autodesk_Revit', 'Lego_Mindstorms_NXT', 'GNU_Radio', 'Flowcode', 'Scratch_(programming_language)', 'Illumination_Software_Creator', 'CryEngine', 'Game_Builder_Garage', 'Ptolemy_Project', 'Babylon.js', 'LabVIEW', 'Quartz_Composer', 'Automator_(software)', 'WatchOS', 'Open-source_software', 'Minibloq', 'Proprietary_software', 'Snap!_(programming_language)', 'Snowdrop_(game_engine)', 'MindRover', 'Godot_(game_engine)', 'Stencyl', 'IBM_InfoSphere_DataStage', 'Blender_(software)', 'SynthEdit', 'Orange_(software)', 'STELLA_(programming_language)']"
Visualization_(graphics),"['Proprietary_software', 'PHIGS', 'VTK', 'C3D_Toolkit', 'Open-source_software']"
VoiceXML,"['Application_server', 'Internet_Information_Services', 'Web_browser', 'MSCML', 'Voice_browser']"
Voice_activity_detection,"['Portable_Document_Format', 'Speex']"
Voice_over_IP,"['Windows_Live_Call', 'Inter-Asterisk_eXchange', 'Upptalk', 'Spotify_Live', 'FaceTime', 'Hopin_(software)', 'Wengo', 'Retroshare', 'QuteCom', 'Clubhouse_(app)', 'Tango_Live', 'Mumble_(software)', 'Hike_Messenger', 'Twinkle_(software)', 'Linux', 'Nymgo', 'Wireshark', 'Jingle_(protocol)', 'IPsec', 'XMPP', 'FreePBX_Distro', 'Twinkle_(software)__Twinkle__1', 'Session_Initiation_Protocol', 'OoVoo', 'Phoner', 'Google_Talk', 'Libon_(service)', 'Sipdroid', 'Roger_Wilco_(software)', 'Web-based_VoIP', 'OSIP', 'Sandes_(software)', 'Yahoo!_Voice__Yahoo_Voice__1', 'Arattai', 'Element_(software)', 'WhatsApp', 'VzRoom', 'Walkie-Talkie_(Apple)', 'WebRTC', 'SILK', 'Open-source_license', 'WebSocket', 'Voxofon', 'MicroSIP', 'Zoom_(software)', 'CSipSimple', 'Tox_(protocol)', 'Jitsi', 'Linphone', 'Skype', 'TeamSpeak']"
Voronoi_diagram,['CGAL']
Voxel,"['Hexplore', 'Minetest', 'Minecraft', 'Miner_Wars_2081', '3D_Dot_Game_Heroes', 'Planet_Coaster', ""Sid_Meier's_Alpha_Centauri"", 'Voxel_Space', 'Build_engine', '7_Days_to_Die', 'Phase_Zero', 'Armored_Fist_3', 'Subnautica', 'Starbase_(video_game)', '3D-Coat', 'Hytale', 'OpenVDB', 'Robocraft', 'Medieval_Engineers', 'Blender_(software)', 'Teardown_(video_game)', 'Ace_of_Spades_(video_game)', 'Trove_(video_game)', 'Resogun', 'Delta_Force_(video_game)', 'Outcast_(video_game)', 'Castle_Story', 'Duke_Nukem_3D', 'Roblox', 'SkySaga:_Infinite_Isles', 'Vangers', ""No_Man's_Sky"", 'The_Sandbox_(2012_video_game)', 'Master_of_Orion_III', 'OpenGL', 'Shattered_Steel', 'EverQuest_Next', 'Worms_4:_Mayhem', 'Amok_(video_game)', 'CraftStudio', 'Space_Engineers', ""Command_&_Conquer:_Yuri's_Revenge"", 'Blood_(video_game)', 'Dual_Universe', 'StarMade', 'Blade_Runner_(1997_video_game)', 'Cube_World', 'Cinema_4D', 'Werewolf_vs._Comanche', 'Command_&_Conquer:_Red_Alert_2', 'Cloudpunk', 'Command_&_Conquer:_Tiberian_Sun']"
Vulnerability_(computing),"['Browser_security', 'Unix', 'OpenVMS', 'MacOS', 'Linux', 'Cross-site_scripting', 'Operating_system', 'Microsoft_Windows']"
Wavefront,['Unix']
Wavelet,['Motion_JPEG_2000']
Wearable_computer,"['Palm_OS', 'Android_(operating_system)', 'WatchOS', 'Network_File_System', 'Linux', 'FreeRTOS', 'Pebble_Time', 'LiteOS', 'IOS', 'Apple_Watch', 'Metroid_Prime:_Trilogy', 'Pebble_(watch)', 'Raspberry_Pi', 'Sony_SmartWatch', 'Tizen', 'Google_Glass']"
Wearable_technology,"['Pong', 'Android_Wear', 'Apple_Watch', 'Google_Glass', 'Pebble_(watch)', 'Snapchat']"
WebGL,"['Firefox_OS', 'DirectX', 'Experience_Curiosity', 'Java_OpenGL', 'Cocos2d', 'Unity_(game_engine)', 'Internet_Explorer', 'Nokia_N900', 'Unreal_Engine', 'WebVR', 'TypeScript', 'CrossBridge', 'VRML', 'Microsoft_Edge', 'Autodesk_Maya', 'Internet_Explorer_11', 'Blend4Web', 'Cross-platform', 'IOS', 'Windows_Phone', 'IOS_8', 'MeeGo', 'ANGLE_(software)', 'CopperCube', 'CopperLicht', 'BlackBerry_10', 'Stage3D', 'Three.js', 'Mac_OS_X_Lion', 'Opera_Mobile', 'Web_API', 'Away3D', 'Sailfish_OS', 'PlayCanvas', 'Safari_(web_browser)', 'Tizen', 'Web_browser', 'Game_engine', 'OpenGL_ES', 'Firefox', 'OSG.JS', 'Blender_(software)', 'Google_Chrome', 'Starling_Framework', 'OS_X_Mountain_Lion', 'Maemo', 'Clara.io', 'Mac_OS_X_Snow_Leopard', 'Opera_(web_browser)']"
Web_2.0,"['JSON', 'Google_Docs', 'Open-source_software', 'HCL_Connections', 'QuickTime', 'Web_application', 'Hypertext_Transfer_Protocol', 'Operating_system', 'Windows_Media', 'Semantic_Web', 'Web_app', ""Once_You're_Lucky,_Twice_You're_Good"", 'Instagram', 'Create_a_Comic_Project', 'YouOS', 'Perpetual_beta', 'Email', 'LotusLive', 'WPS_Office', 'Presentation_program', '.NET_Framework', 'Microsoft_Silverlight', 'Libraries_in_Second_Life', 'EyeOS', 'ActiveX', 'GIF', 'Web_feed', 'Social_media', 'Web_browser', 'WordPress']"
Web_Ontology_Language,"['Swoogle', 'SSWAP', 'Protï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï"
Web_Services_Discovery,"['Windows_Server', 'Platform-independent']"
Web_application,"['ElabFTW', 'Dart_(programming_language)', 'EyeOS__eyeOS__1', 'SAP_StreamWork', 'Kune_(software)', 'Open-source_software', 'Cooliris_(plugin)', 'Overleaf', 'EyeOS', 'DesktopTwo', 'CloudMe', 'Ruby_on_Rails', 'Microsoft_Office_Live', 'Elium', 'Verbosus', 'Novell_Vibe', 'Active_Server_Pages', 'Moonlight_(runtime)', 'ActiveX', 'ASP.NET_Dynamic_Data', 'Flash_MP3_Player', 'Stet_(software)', 'Gollum_browser', 'Enonic_XP', 'XMLHttpRequest', 'Web_browser', 'OpenEpi', 'Online_OS', 'Magister_(application)', 'Operating_system', 'G.ho.st', 'Node.js']"
Web_application_security,['Apache_Shiro']
Web_cache,"['*nix', 'OpenWrt', 'HP-UX', 'SquidNT', 'Windows', 'Varnish_(software)', 'Linux', 'Proxy_server', 'WinGate', 'Polipo', 'Nginx', 'Web_accelerator', 'Apache_Traffic_Server', 'NetCache', 'InterPlanetary_File_System', 'FreeBSD', 'MIT_License', 'CoDeeN', 'AIX', 'Web_browser', 'Apache_HTTP_Server', 'Hypertext_Transfer_Protocol', 'Squid_(software)', 'OS_X', 'Traffic_Server', 'Solaris_(operating_system)', 'BSD', 'Microsoft_Forefront_Threat_Management_Gateway']"
Web_conferencing,"['TeamViewer', 'WebRTC', 'BigBlueButton', 'GoToMyPC', 'Collaborative_software', 'IEEE_1394', 'Apache_OpenMeetings', 'Microsoft_Office', 'Internet_Relay_Chat', 'TeamTalk', 'Microsoft_PowerPoint', 'PLATO_(computer_system)', 'HCL_Sametime', 'CU-SeeMe', 'Macromedia', 'Adobe_Connect']"
Web_crawler,"['Xapian', 'YaCy', 'GNU_Affero_General_Public_License', 'PostScript', 'Wikia_Search', 'Elasticsearch', 'SortSite', 'Libwww', 'Heritrix', 'Scrapy', 'Mod_oai', 'Apache_Solr', 'Microsoft_Windows', 'Seeks', 'Apache_Hadoop', 'WebCrawler', 'Apache_Nutch', 'Ask.com', 'HTTrack', 'Siri', 'Wget', 'Microsoft_Academic_Search', 'User_agent', 'Internet_bot', 'Storm_(event_processor)', 'TkWWW', 'CiteSeer', 'Xenon_(program)', 'MnoGoSearch', 'StormCrawler', 'Grep', 'Apache_License', 'Googlebot', 'PowerMapper', 'Unix', 'Microsoft_Word']"
Web_development,"['Microsoft_Office_Live', 'Foundation_(framework)', 'NIWA_Cloud_Application_Platform', 'Hoodie_(software)', 'Cocaine_(PaaS)', 'Coda_(web_development_software)', 'ColorZilla', 'Web_application', 'Lively_Kernel', 'Adobe_Edge', 'Sausage_Software', 'Content_management_system', 'Electronic_business']"
Web_engineering,"['Semantic_Web', 'Web_application']"
Web_mining,"['Neural_Designer', 'ELKI', 'Yooreeka', 'Tanagra_(machine_learning)', 'SPSS_Modeler', 'Orange_(software)']"
Web_search_engine,"['Searchdaimon', 'OpenSearchServer', 'Petal_Search', 'Gigablast', 'Gigablast__gb__1', 'Searchmedica', 'AppleSearch', 'Bing_xRank', 'SWISH-E', 'Live_Search_Academic', 'Sesam_(search_engine)', 'Live_Search_Books', 'Bing_Shopping', 'Trip_(search_engine)', 'StrangeSearch', 'YaCy', 'Sherlock_(software)']"
Web_service,"['JSON', 'CaBIG', 'JSON-WSP', 'IBM_cloud_computing', 'Microsoft_Azure__Microsoft_Azure__1', 'Fuse_Mediation_Router', 'CaBIG__caGrid__1', 'Oracle_Application_Testing_Suite', 'Apache_Axis2', 'Karelia_Watson', 'Open_Build_Service', 'Microsoft_Azure', 'Fuse_Services_Framework', 'Apache_Axis', 'SoapUI', 'Web_API', 'File_Transfer_Protocol', 'XMLHttpRequest', 'Oracle_Cloud', 'Eclipse_Metro', 'Hypertext_Transfer_Protocol', 'XML_Interface_for_Network_Services', 'Web_Map_Service']"
Web_traffic,"['HTTPS', 'Internet_bot', 'Hypertext_Transfer_Protocol']"
Whiteboard,['Collaborative_software']
Wi-Fi,"['Graphical_user_interface', 'IOS', 'Hypertext_Transfer_Protocol', 'Bada', 'HTTPS', 'Android_(operating_system)', 'Windows_Phone', 'KisMAC', 'Warchalking', 'Aircrack-ng', 'Symbian', 'BlackBerry', 'MacOS']"
WiMAX,['HTC_Evo_4G']
WiMedia_Alliance,['Digital_Visual_Interface']
Wii,"['DVD-Audio', 'Just_Dance_2020', 'Mario_&_Sonic_at_the_London_2012_Olympic_Games', 'Pokï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½', 'Wii_system_software', 'Shakedown:_Hawaii', 'Wii_Play', 'Wii_Sports_Resort', 'Secure_Digital', 'Wii_Sports', 'Everybody_Votes_Channel', 'Final_Fantasy_Crystal_Chronicles:_Echoes_of_Time', 'TikTok', 'Battalion_Wars_2', 'Super_Mario_Galaxy', 'Adobe_Flash_Player', 'Nintendo_optical_discs', 'Wii_Fit', 'Super_Mario_Bros.', 'Donkey_Kong_(video_game)'"
